GEO.id,GEO.id2,GEO.display-label,HC01_VC03,HC02_VC03,HC03_VC03,HC04_VC03,HC01_VC04,HC02_VC04,HC03_VC04,HC04_VC04,HC01_VC09,HC02_VC09,HC03_VC09,HC04_VC09,HC01_VC11,HC02_VC11,HC03_VC11,HC04_VC11,HC01_VC74,HC02_VC74,HC03_VC74,HC04_VC74,HC01_VC75,HC02_VC75,HC03_VC75,HC04_VC75,HC01_VC76,HC02_VC76,HC03_VC76,HC04_VC76,HC01_VC77,HC02_VC77,HC03_VC77,HC04_VC77,HC01_VC78,HC02_VC78,HC03_VC78,HC04_VC78,HC01_VC79,HC02_VC79,HC03_VC79,HC04_VC79,HC01_VC80,HC02_VC80,HC03_VC80,HC04_VC80,HC01_VC81,HC02_VC81,HC03_VC81,HC04_VC81,HC01_VC82,HC02_VC82,HC03_VC82,HC04_VC82,HC01_VC83,HC02_VC83,HC03_VC83,HC04_VC83,HC01_VC84,HC02_VC84,HC03_VC84,HC04_VC84,HC01_VC85,HC02_VC85,HC03_VC85,HC04_VC85,HC01_VC86,HC02_VC86,HC03_VC86,HC04_VC86,HC01_VC101,HC02_VC101,HC03_VC101,HC04_VC101,HC01_VC118,HC02_VC118,HC03_VC118,HC04_VC118,HC01_VC130,HC02_VC130,HC03_VC130,HC04_VC130,HC01_VC131,HC02_VC131,HC03_VC131,HC04_VC131,HC01_VC132,HC02_VC132,HC03_VC132,HC04_VC132,HC01_VC133,HC02_VC133,HC03_VC133,HC04_VC133,HC01_VC134,HC02_VC134,HC03_VC134,HC04_VC134,HC01_VC161,HC02_VC161,HC03_VC161,HC04_VC161,HC01_VC162,HC02_VC162,HC03_VC162,HC04_VC162,HC01_VC163,HC02_VC163,HC03_VC163,HC04_VC163
0600000US3606144919,3606144919,"Manhattan borough, New York County, New York",1418130,1863,1418130,,954970,10343,67.3,0.7,463160,10681,32.7,0.7,954322,10357,954322,,762228,8765,762228,,78800,5876,10.3,0.7,37040,3386,4.9,0.4,58675,3979,7.7,0.5,48381,4303,6.3,0.6,61721,4459,8.1,0.6,92138,6285,12.1,0.8,78392,5999,10.3,0.8,106637,5733,14.0,0.8,61122,5115,8.0,0.7,139322,5307,18.3,0.7,76089,2016,,,134778,3604,,,102760,5311,13.5,0.7,64618,1758,,,1625401,2305,1625401,,1502232,8686,92.4,0.5,1117331,15392,68.7,0.9,517614,14186,31.8,0.9,123169,8456,7.6,0.5,,,13.2,1.3,,,19.0,2.3,,,7.3,2.3
0600000US3606773000,3606773000,"Syracuse city, Onondaga County, New York",114096,2025,114096,,64346,2249,56.4,2.1,49750,2803,43.6,2.1,64142,2223,64142,,54712,2140,54712,,9409,1519,17.2,2.5,5425,860,9.9,1.5,7854,1264,14.4,2.2,6616,1115,12.1,2.0,7511,1148,13.7,2.2,8403,1177,15.4,2.2,4225,790,7.7,1.4,3599,861,6.6,1.6,577,261,1.1,0.5,1093,388,2.0,0.7,31270,2751,,,45341,2262,,,17437,1374,31.9,2.3,18341,934,,,141417,1472,141417,,131245,2200,92.8,1.2,80583,3944,57.0,2.7,72272,3551,51.1,2.5,10172,1675,7.2,1.2,,,28.1,3.6,,,44.2,5.6,,,32.5,12.6
0600000US3608160323,3608160323,"Queens borough, Queens County, New York",1897917,2116,1897917,,1212824,10674,63.9,0.6,685093,10658,36.1,0.6,1212574,10664,1212574,,785985,3862,785985,,59255,4116,7.5,0.5,36490,2963,4.6,0.4,81767,4598,10.4,0.6,67054,4499,8.5,0.6,97569,5363,12.4,0.7,145797,6422,18.5,0.8,100440,3968,12.8,0.5,113359,4977,14.4,0.6,50490,3297,6.4,0.4,33764,2442,4.3,0.3,57241,1195,,,74690,1321,,,110767,4779,14.1,0.6,26572,466,,,2306695,2267,2306695,,1974851,11226,85.6,0.5,1257004,19441,54.5,0.8,888734,17350,38.5,0.7,331844,10687,14.4,0.5,,,12.3,0.8,,,17.3,1.4,,,12.9,2.7
0600000US3608570915,3608570915,"Staten Island borough, Richmond County, New York",381285,1106,381285,,222709,4159,58.4,1.1,158576,4592,41.6,1.1,222528,4153,222528,,164971,1697,164971,,13820,1980,8.4,1.2,7066,1393,4.3,0.8,14161,2210,8.6,1.3,12372,1941,7.5,1.2,15187,1659,9.2,1.0,23594,2018,14.3,1.2,23451,2414,14.2,1.5,29002,2980,17.6,1.8,14567,1569,8.8,1.0,11751,1667,7.1,1.0,71121,3055,,,88730,3910,,,23470,2675,14.2,1.6,31611,1206,,,469283,1045,469283,,438302,4336,93.4,0.9,327001,10815,69.7,2.3,158511,8965,33.8,1.9,30981,4374,6.6,0.9,,,12.1,1.9,,,18.2,3.3,,,13.9,6.5
0600000US3608715968,3608715968,"Clarkstown town, Rockland County, New York",71214,2059,71214,,47281,2057,66.4,2.6,23933,2071,33.6,2.6,47237,2039,47237,,29931,1495,29931,,760,413,2.5,1.4,819,501,2.7,1.7,1976,629,6.6,2.0,1307,449,4.4,1.5,2552,733,8.5,2.4,3026,698,10.1,2.2,3231,807,10.8,2.5,7238,1029,24.2,3.3,3902,893,13.0,2.9,5120,878,17.1,3.1,107131,7623,,,133251,13448,,,1799,585,6.0,2.0,47954,4981,,,86194,594,86194,,82374,1527,95.6,1.6,70645,2903,82.0,3.4,25072,2582,29.1,3.0,3820,1413,4.4,1.6,,,5.3,2.5,,,7.5,4.7,,,0.0,21.9
0600000US3608760510,3608760510,"Ramapo town, Rockland County, New York",90180,1835,90180,,58877,2306,65.3,2.3,31303,2208,34.7,2.3,58877,2306,58877,,34632,1376,34632,,1602,512,4.6,1.5,2747,682,7.9,1.9,3208,762,9.3,2.1,2901,839,8.4,2.4,3484,768,10.1,2.2,4898,937,14.1,2.6,4671,812,13.5,2.3,4939,798,14.3,2.3,3349,774,9.7,2.2,2833,623,8.2,1.8,69526,5649,,,88623,6117,,,7272,1143,21.0,3.3,24032,1517,,,132327,440,132327,,118119,3035,89.3,2.3,65454,4114,49.5,3.1,63056,4073,47.7,3.1,14208,3087,10.7,2.3,,,21.2,2.8,,,30.4,4.3,,,37.4,14.1
0600000US3609365508,3609365508,"Schenectady city, Schenectady County, New York",53547,1371,53547,,32938,2733,61.5,4.7,20609,2539,38.5,4.7,32938,2733,32938,,24127,1669,24127,,2555,830,10.6,3.4,1883,639,7.8,2.5,3582,887,14.8,3.6,2588,883,10.7,3.5,3332,877,13.8,3.6,4661,1109,19.3,4.1,2620,727,10.9,2.8,2445,616,10.1,2.6,134,131,0.6,0.5,327,209,1.4,0.9,42555,4856,,,51745,3854,,,6047,1017,25.1,3.9,21436,1849,,,65085,418,65085,,58668,1460,90.1,2.2,38581,2360,59.3,3.6,28598,2751,43.9,4.2,6417,1409,9.9,2.2,,,13.1,5.5,,,25.3,11.4,,,30.4,22.5
0600000US3610304000,3610304000,"Babylon town, Suffolk County, New York",173498,3369,173498,,114693,3607,66.1,1.7,58805,3253,33.9,1.7,114671,3602,114671,,67684,2297,67684,,2330,733,3.4,1.1,1996,701,2.9,1.0,3412,909,5.0,1.3,5530,1238,8.2,1.7,7495,1271,11.1,1.9,11433,1448,16.9,2.1,8743,1384,12.9,2.0,15345,1614,22.7,2.4,7165,1387,10.6,2.0,4235,849,6.3,1.2,78779,5676,,,93295,3726,,,5131,1213,7.6,1.8,31018,1413,,,213173,837,213173,,193570,3703,90.8,1.7,156306,5487,73.3,2.6,62206,5566,29.2,2.6,19603,3678,9.2,1.7,,,5.9,1.9,,,9.0,3.6,,,13.8,12.2
0600000US3610310000,3610310000,"Brookhaven town, Suffolk County, New York",387776,4620,387776,,252996,5616,65.2,1.2,134780,4933,34.8,1.2,252693,5658,252693,,161598,3694,161598,,6464,1289,4.0,0.8,3978,1191,2.5,0.7,11741,1851,7.3,1.1,9502,1819,5.9,1.1,15596,1900,9.7,1.1,27349,2684,16.9,1.7,21489,2251,13.3,1.4,32269,2339,20.0,1.4,17321,1854,10.7,1.2,15889,1788,9.8,1.1,82449,2660,,,101729,2867,,,13027,1680,8.1,1.0,34710,1057,,,485773,1197,485773,,454646,4749,93.6,1.0,366239,8840,75.4,1.8,142726,7822,29.4,1.6,31127,4749,6.4,1.0,,,5.5,1.0,,,8.9,2.0,,,8.8,5.9
0600000US3610337000,3610337000,"Huntington town, Suffolk County, New York",163520,3138,163520,,101010,3764,61.8,2.1,62510,3687,38.2,2.1,101010,3764,101010,,66161,2459,66161,,2431,759,3.7,1.1,1894,796,2.9,1.2,2687,851,4.1,1.3,3075,803,4.6,1.2,5336,1023,8.1,1.5,8094,1242,12.2,1.9,7464,1100,11.3,1.6,12262,1228,18.5,1.8,8841,1298,13.4,1.9,14077,1534,21.3,2.3,107698,5641,,,143094,6520,,,3262,944,4.9,1.4,47131,2632,,,203126,765,203126,,190437,3165,93.8,1.5,164357,4175,80.9,2.0,52782,3880,26.0,1.9,12689,3041,6.2,1.5,,,4.7,1.2,,,6.1,2.1,,,3.1,4.7
0600000US3610338000,3610338000,"Islip town, Suffolk County, New York",267402,4853,267402,,181802,4805,68.0,1.5,85600,4538,32.0,1.5,181796,4807,181796,,101910,2388,101910,,4696,1053,4.6,1.0,2032,662,2.0,0.6,5979,1106,5.9,1.1,6506,1067,6.4,1.1,11110,1545,10.9,1.6,16409,2158,16.1,2.0,14205,1809,13.9,1.8,20462,1693,20.1,1.6,11863,1453,11.6,1.4,8648,1132,8.5,1.1,81055,4148,,,99605,3782,,,9878,1763,9.7,1.7,31598,1234,,,334503,1092,334503,,302215,4584,90.3,1.3,250448,6691,74.9,2.0,85830,5894,25.7,1.8,32288,4289,9.7,1.3,,,5.8,1.4,,,9.6,2.7,,,10.9,6.9
0600000US3610368000,3610368000,"Smithtown town, Suffolk County, New York",96522,2261,96522,,62628,2225,64.9,2.2,33894,2463,35.1,2.2,62628,2225,62628,,41185,1771,41185,,1040,493,2.5,1.2,967,429,2.3,1.0,2819,917,6.8,2.1,1713,500,4.2,1.2,2625,906,6.4,2.1,4474,826,10.9,1.8,4284,841,10.4,1.9,9403,1166,22.8,2.8,6300,971,15.3,2.5,7560,1044,18.4,2.9,112762,7761,,,131571,7710,,,1465,570,3.6,1.3,47043,2001,,,116165,1221,116165,,112950,1921,97.2,1.3,103064,2559,88.7,2.1,25819,3045,22.2,2.6,3215,1520,2.8,1.3,,,1.8,1.2,,,3.2,2.5,,,0.0,6.6
0600000US3611930367,3611930367,"Greenburgh town, Westchester County, New York",73493,2052,73493,,49715,2578,67.6,3.3,23778,2667,32.4,3.3,49715,2578,49715,,31582,1771,31582,,716,351,2.3,1.1,392,254,1.2,0.8,1635,583,5.2,1.8,873,421,2.8,1.3,1548,632,4.9,1.9,4358,996,13.8,3.0,2948,694,9.3,2.2,6235,1027,19.7,2.9,4381,1136,13.9,3.7,8496,1074,26.9,3.0,121089,6858,,,167869,15531,,,1099,495,3.5,1.6,59138,6006,,,89815,638,89815,,85495,1636,95.2,1.7,76405,2901,85.1,3.1,20242,2918,22.5,3.2,4320,1526,4.8,1.7,,,3.0,1.8,,,4.4,3.1,,,0.0,10.3
0600000US3611949121,3611949121,"Mount Vernon city, Westchester County, New York",53719,1488,53719,,36916,1900,68.7,3.3,16803,1874,31.3,3.3,36916,1900,36916,,24538,1405,24538,,2682,693,10.9,2.7,978,598,4.0,2.4,3178,758,13.0,2.9,2402,736,9.8,2.8,3406,756,13.9,2.8,3418,719,13.9,2.8,3144,846,12.8,3.5,3036,683,12.4,2.8,1355,484,5.5,2.0,939,362,3.8,1.5,47414,5988,,,66237,4712,,,4602,858,18.8,3.5,25155,1746,,,67989,428,67989,,58655,1956,86.3,2.7,41828,3043,61.5,4.4,25679,2783,37.8,4.1,9334,1860,13.7,2.7,,,13.0,4.4,,,19.5,7.1,,,18.0,13.5
0600000US3611950617,3611950617,"New Rochelle city, Westchester County, New York",64997,1875,64997,,43824,2203,67.4,3.1,21173,2205,32.6,3.1,43824,2203,43824,,27841,1391,27841,,1750,683,6.3,2.4,1212,496,4.4,1.8,1669,543,6.0,1.9,2071,652,7.4,2.3,3157,830,11.3,3.0,4307,928,15.5,3.2,2696,908,9.7,3.2,4526,1037,16.3,3.7,2505,774,9.0,2.8,3948,749,14.2,2.7,72353,10808,,,117406,10076,,,3009,854,10.8,2.9,42448,3705,,,78550,616,78550,,70821,2490,90.2,3.1,53234,3438,67.8,4.4,25659,3071,32.7,3.9,7729,2435,9.8,3.1,,,7.4,3.1,,,12.4,5.7,,,14.3,15.9
0600000US3611984000,3611984000,"Yonkers city, Westchester County, New York",161390,3035,161390,,99636,4346,61.7,2.1,61754,3274,38.3,2.1,99581,4339,99581,,74187,2660,74187,,7264,1372,9.8,1.9,3338,1004,4.5,1.3,7627,1380,10.3,1.8,5981,1170,8.1,1.5,8144,1351,11.0,1.8,12664,1747,17.1,2.2,8866,1303,12.0,1.6,10922,1431,14.7,1.9,4800,788,6.5,1.1,4581,866,6.2,1.2,58154,3809,,,77531,3413,,,10575,1260,14.3,1.6,29571,1326,,,199576,539,199576,,175871,3886,88.1,2.0,125064,5270,62.7,2.6,75239,5196,37.7,2.6,23705,3959,11.9,2.0,,,13.9,2.5,,,21.3,3.9,,,9.2,6.5
